book,motif,block,number,sentence
Hard-Boiled Wonderland and the End of the World,wells,110,0,
Hard-Boiled Wonderland and the End of the World,wells,111,0,
Hard-Boiled Wonderland and the End of the World,wells,112,0,
Hard-Boiled Wonderland and the End of the World,wells,113,0,
Hard-Boiled Wonderland and the End of the World,wells,114,0,
Hard-Boiled Wonderland and the End of the World,wells,115,0,
Hard-Boiled Wonderland and the End of the World,wells,116,0,
Hard-Boiled Wonderland and the End of the World,wells,117,0,
Hard-Boiled Wonderland and the End of the World,wells,118,0,
Hard-Boiled Wonderland and the End of the World,train stations,0,0,
Hard-Boiled Wonderland and the End of the World,train stations,1,0,
Hard-Boiled Wonderland and the End of the World,train stations,2,0,
Hard-Boiled Wonderland and the End of the World,train stations,3,0,
Hard-Boiled Wonderland and the End of the World,train stations,4,0,
Hard-Boiled Wonderland and the End of the World,train stations,5,0,
Hard-Boiled Wonderland and the End of the World,train stations,6,0,
Hard-Boiled Wonderland and the End of the World,train stations,7,0,
Hard-Boiled Wonderland and the End of the World,train stations,8,0,
Hard-Boiled Wonderland and the End of the World,train stations,9,0,
Hard-Boiled Wonderland and the End of the World,train stations,10,2,"A great empty space, a larger version of a waiting room in a train station, exceedingly spare, without a single window, without particular ornament."
Hard-Boiled Wonderland and the End of the World,train stations,11,0,
Hard-Boiled Wonderland and the End of the World,train stations,12,0,
Hard-Boiled Wonderland and the End of the World,train stations,13,0,
Hard-Boiled Wonderland and the End of the World,train stations,14,1,I mean the kind of normal that can sit down next to you on the train and you wouldn't even notice.
Hard-Boiled Wonderland and the End of the World,train stations,15,0,
Hard-Boiled Wonderland and the End of the World,train stations,16,0,
Hard-Boiled Wonderland and the End of the World,train stations,17,0,
Hard-Boiled Wonderland and the End of the World,train stations,18,1,But this time I was so tired and drowsy that I couldn't face the prospect of cramming into a rush-hour train.
Hard-Boiled Wonderland and the End of the World,train stations,19,0,
Hard-Boiled Wonderland and the End of the World,train stations,20,1,"At eleven o'clock, I left the apartment, headed for the supermarket near the station, stopping next at the liquor store for some red wine, soda water, and orange juice."
Hard-Boiled Wonderland and the End of the World,train stations,21,0,
Hard-Boiled Wonderland and the End of the World,train stations,22,1,"Other than that, there was only a Sugamo- Shinanomachi train pass."
Hard-Boiled Wonderland and the End of the World,train stations,23,0,
Hard-Boiled Wonderland and the End of the World,train stations,24,1,"Open your eyes, train your ears, use your head."
Hard-Boiled Wonderland and the End of the World,train stations,25,0,
Hard-Boiled Wonderland and the End of the World,train stations,26,0,
Hard-Boiled Wonderland and the End of the World,train stations,27,0,
Hard-Boiled Wonderland and the End of the World,train stations,28,0,
Hard-Boiled Wonderland and the End of the World,train stations,29,0,
Hard-Boiled Wonderland and the End of the World,train stations,30,0,
Hard-Boiled Wonderland and the End of the World,train stations,31,0,
Hard-Boiled Wonderland and the End of the World,train stations,32,0,
Hard-Boiled Wonderland and the End of the World,train stations,33,0,
Hard-Boiled Wonderland and the End of the World,train stations,34,0,
Hard-Boiled Wonderland and the End of the World,train stations,35,0,
Hard-Boiled Wonderland and the End of the World,train stations,36,2,I went out to the car and drove to Shinjuku Station.
Hard-Boiled Wonderland and the End of the World,train stations,37,0,
Hard-Boiled Wonderland and the End of the World,train stations,38,0,
Hard-Boiled Wonderland and the End of the World,train stations,39,0,
Hard-Boiled Wonderland and the End of the World,train stations,40,0,
Hard-Boiled Wonderland and the End of the World,train stations,41,1,"""Each year at this time, the first wave of winter clouds stations itself along the Northern Ridge."
Hard-Boiled Wonderland and the End of the World,train stations,42,0,
Hard-Boiled Wonderland and the End of the World,train stations,43,0,
Hard-Boiled Wonderland and the End of the World,train stations,44,0,
Hard-Boiled Wonderland and the End of the World,train stations,45,0,
Hard-Boiled Wonderland and the End of the World,train stations,46,0,
Hard-Boiled Wonderland and the End of the World,train stations,47,0,
Hard-Boiled Wonderland and the End of the World,train stations,48,0,
Hard-Boiled Wonderland and the End of the World,train stations,49,0,
Hard-Boiled Wonderland and the End of the World,train stations,50,0,
Hard-Boiled Wonderland and the End of the World,train stations,51,0,
Hard-Boiled Wonderland and the End of the World,train stations,52,0,
Hard-Boiled Wonderland and the End of the World,train stations,53,0,
Hard-Boiled Wonderland and the End of the World,train stations,54,0,
Hard-Boiled Wonderland and the End of the World,train stations,55,0,
Hard-Boiled Wonderland and the End of the World,train stations,56,0,
Hard-Boiled Wonderland and the End of the World,train stations,57,0,
Hard-Boiled Wonderland and the End of the World,train stations,58,0,
Hard-Boiled Wonderland and the End of the World,train stations,59,0,
Hard-Boiled Wonderland and the End of the World,train stations,60,0,
Hard-Boiled Wonderland and the End of the World,train stations,61,0,
Hard-Boiled Wonderland and the End of the World,train stations,62,0,
Hard-Boiled Wonderland and the End of the World,train stations,63,0,
Hard-Boiled Wonderland and the End of the World,train stations,64,0,
Hard-Boiled Wonderland and the End of the World,train stations,65,0,
Hard-Boiled Wonderland and the End of the World,train stations,66,0,
Hard-Boiled Wonderland and the End of the World,train stations,67,0,
Hard-Boiled Wonderland and the End of the World,train stations,68,0,
Hard-Boiled Wonderland and the End of the World,train stations,69,0,
Hard-Boiled Wonderland and the End of the World,train stations,70,5,"The morning papers still not delivered, trains not yet running, citizens of the surface world fast asleep, oblivious to all this."
Hard-Boiled Wonderland and the End of the World,train stations,71,1,"Keep to the path, do not go past the Power Station."
Hard-Boiled Wonderland and the End of the World,train stations,72,0,
Hard-Boiled Wonderland and the End of the World,train stations,73,0,
Hard-Boiled Wonderland and the End of the World,train stations,74,0,
Hard-Boiled Wonderland and the End of the World,train stations,75,0,
Hard-Boiled Wonderland and the End of the World,train stations,76,0,
Hard-Boiled Wonderland and the End of the World,train stations,77,1,""" ""And for that reason, you screwed around in our heads, laying down those electric train tracks of yours?"
Hard-Boiled Wonderland and the End of the World,train stations,78,0,
Hard-Boiled Wonderland and the End of the World,train stations,79,0,
Hard-Boiled Wonderland and the End of the World,train stations,80,3,""" Power Station Then I tell the Librarian of my intention to go to the Power Station, she is visibly distraught."
Hard-Boiled Wonderland and the End of the World,train stations,81,4,"""This seems to be the Power Station,"" I say."
Hard-Boiled Wonderland and the End of the World,train stations,82,0,
Hard-Boiled Wonderland and the End of the World,train stations,83,0,
Hard-Boiled Wonderland and the End of the World,train stations,84,1,"Maybe not durin' the daytime, but at night they're all over the stations like they own the place."
Hard-Boiled Wonderland and the End of the World,train stations,85,3,Musical Instruments THE young Caretaker of the Power Station invites us into his modest quarters.
Hard-Boiled Wonderland and the End of the World,train stations,86,2,"I wish I could accompany you to the entrance to the Woods, but I cannot leave the Power Station."
Hard-Boiled Wonderland and the End of the World,train stations,87,0,
Hard-Boiled Wonderland and the End of the World,train stations,88,0,
Hard-Boiled Wonderland and the End of the World,train stations,89,1,"By now, the two of them might be snoozing away in bed, or maybe pushing into commuter trains."
Hard-Boiled Wonderland and the End of the World,train stations,90,0,
Hard-Boiled Wonderland and the End of the World,train stations,91,8,The INKlings' power extends all the way into the stations.
Hard-Boiled Wonderland and the End of the World,train stations,92,1,A third train approached from the direction of Shibuya.
Hard-Boiled Wonderland and the End of the World,train stations,93,1,"We walked along the tracks, hiding behind columns whenever a train passed."
Hard-Boiled Wonderland and the End of the World,train stations,94,8,By then we were near enough to Aoyama Itchome to watch the station platform from the shadows.
Hard-Boiled Wonderland and the End of the World,train stations,95,0,
Hard-Boiled Wonderland and the End of the World,train stations,96,0,
Hard-Boiled Wonderland and the End of the World,train stations,97,0,
Hard-Boiled Wonderland and the End of the World,train stations,98,0,
Hard-Boiled Wonderland and the End of the World,train stations,99,0,
Hard-Boiled Wonderland and the End of the World,train stations,100,0,
Hard-Boiled Wonderland and the End of the World,train stations,101,1,"Exiting through the wicket, I suddenly remembered the skull and shuffled data I'd stashed at the station baggage-check a couple days before."
Hard-Boiled Wonderland and the End of the World,train stations,102,0,
Hard-Boiled Wonderland and the End of the World,train stations,103,0,
Hard-Boiled Wonderland and the End of the World,train stations,104,0,
Hard-Boiled Wonderland and the End of the World,train stations,105,0,
Hard-Boiled Wonderland and the End of the World,train stations,106,0,
Hard-Boiled Wonderland and the End of the World,train stations,107,0,
Hard-Boiled Wonderland and the End of the World,train stations,108,3,""" ""You and I went to the Woods, to the Power Station."
Hard-Boiled Wonderland and the End of the World,train stations,109,0,
Hard-Boiled Wonderland and the End of the World,train stations,110,1,"An FM station on low, Roger Williams playing Autumn Leaves, that time of year."
Hard-Boiled Wonderland and the End of the World,train stations,111,0,
Hard-Boiled Wonderland and the End of the World,train stations,112,0,
Hard-Boiled Wonderland and the End of the World,train stations,113,0,
Hard-Boiled Wonderland and the End of the World,train stations,114,0,
Hard-Boiled Wonderland and the End of the World,train stations,115,0,
Hard-Boiled Wonderland and the End of the World,train stations,116,0,
Hard-Boiled Wonderland and the End of the World,train stations,117,0,
Hard-Boiled Wonderland and the End of the World,train stations,118,0,
Hard-Boiled Wonderland and the End of the World,noodles,0,0,
Hard-Boiled Wonderland and the End of the World,noodles,1,0,
Hard-Boiled Wonderland and the End of the World,noodles,2,0,
Hard-Boiled Wonderland and the End of the World,noodles,3,0,
Hard-Boiled Wonderland and the End of the World,noodles,4,0,
Hard-Boiled Wonderland and the End of the World,noodles,5,0,
Hard-Boiled Wonderland and the End of the World,noodles,6,0,
Hard-Boiled Wonderland and the End of the World,noodles,7,0,
Hard-Boiled Wonderland and the End of the World,noodles,8,0,
Hard-Boiled Wonderland and the End of the World,noodles,9,0,
Hard-Boiled Wonderland and the End of the World,noodles,10,0,
Hard-Boiled Wonderland and the End of the World,noodles,11,0,
Hard-Boiled Wonderland and the End of the World,noodles,12,0,
Hard-Boiled Wonderland and the End of the World,noodles,13,0,
Hard-Boiled Wonderland and the End of the World,noodles,14,0,
Hard-Boiled Wonderland and the End of the World,noodles,15,0,
Hard-Boiled Wonderland and the End of the World,noodles,16,0,
Hard-Boiled Wonderland and the End of the World,noodles,17,0,
Hard-Boiled Wonderland and the End of the World,noodles,18,0,
Hard-Boiled Wonderland and the End of the World,noodles,19,0,
Hard-Boiled Wonderland and the End of the World,noodles,20,0,
Hard-Boiled Wonderland and the End of the World,noodles,21,0,
Hard-Boiled Wonderland and the End of the World,noodles,22,0,
Hard-Boiled Wonderland and the End of the World,noodles,23,0,
Hard-Boiled Wonderland and the End of the World,noodles,24,0,
Hard-Boiled Wonderland and the End of the World,noodles,25,0,
Hard-Boiled Wonderland and the End of the World,noodles,26,0,
Hard-Boiled Wonderland and the End of the World,noodles,27,0,
Hard-Boiled Wonderland and the End of the World,noodles,28,0,
Hard-Boiled Wonderland and the End of the World,noodles,29,0,
Hard-Boiled Wonderland and the End of the World,noodles,30,0,
Hard-Boiled Wonderland and the End of the World,noodles,31,0,
Hard-Boiled Wonderland and the End of the World,noodles,32,0,
Hard-Boiled Wonderland and the End of the World,noodles,33,0,
Hard-Boiled Wonderland and the End of the World,noodles,34,0,
Hard-Boiled Wonderland and the End of the World,noodles,35,0,
Hard-Boiled Wonderland and the End of the World,noodles,36,0,
Hard-Boiled Wonderland and the End of the World,noodles,37,0,
Hard-Boiled Wonderland and the End of the World,noodles,38,0,
Hard-Boiled Wonderland and the End of the World,noodles,39,0,
Hard-Boiled Wonderland and the End of the World,noodles,40,0,
Hard-Boiled Wonderland and the End of the World,noodles,41,0,
Hard-Boiled Wonderland and the End of the World,noodles,42,0,
Hard-Boiled Wonderland and the End of the World,noodles,43,0,
Hard-Boiled Wonderland and the End of the World,noodles,44,0,
Hard-Boiled Wonderland and the End of the World,noodles,45,0,
Hard-Boiled Wonderland and the End of the World,noodles,46,0,
Hard-Boiled Wonderland and the End of the World,noodles,47,0,
Hard-Boiled Wonderland and the End of the World,noodles,48,0,
Hard-Boiled Wonderland and the End of the World,noodles,49,0,
Hard-Boiled Wonderland and the End of the World,noodles,50,0,
Hard-Boiled Wonderland and the End of the World,noodles,51,0,
Hard-Boiled Wonderland and the End of the World,noodles,52,0,
Hard-Boiled Wonderland and the End of the World,noodles,53,0,
Hard-Boiled Wonderland and the End of the World,noodles,54,0,
Hard-Boiled Wonderland and the End of the World,noodles,55,0,
Hard-Boiled Wonderland and the End of the World,noodles,56,0,
Hard-Boiled Wonderland and the End of the World,noodles,57,0,
Hard-Boiled Wonderland and the End of the World,noodles,58,0,
Hard-Boiled Wonderland and the End of the World,noodles,59,0,
Hard-Boiled Wonderland and the End of the World,noodles,60,0,
Hard-Boiled Wonderland and the End of the World,noodles,61,0,
Hard-Boiled Wonderland and the End of the World,noodles,62,0,
Hard-Boiled Wonderland and the End of the World,noodles,63,0,
Hard-Boiled Wonderland and the End of the World,noodles,64,0,
Hard-Boiled Wonderland and the End of the World,noodles,65,0,
